"","station","parameter","Slope","std.error","conf.low","conf.high","statistic","p.value","Seas_edf","Seas_ref.df","Seas_stat","Seas_p.val","R2_adj","Dev_expl","model_error","ar1_start","threshold","model_refit","ar1_end","ts_start","ts_end","ts_length","n_points","Fall_estimate","Winter_estimate","Spring_estimate","Summer_estimate","Fall_p.value","Winter_p.value","Spring_p.value","Summer_p.value","Fall_std.error","Winter_std.error","Spring_std.error","Summer_std.error","sig_trend","sig_seasonality","sig_autocorr"
"11","cbmrrwq","do_pct_median",-0.225940975533926,0.086365498433059,-0.395214241969572,-0.0566677090982795,-2.6161022588094,0.00949710948743236,6.32748407337095,10,27.3244881399752,0,0.651987479030448,0.662975129915969,FALSE,0.2854,0.128401509836532,TRUE,0.0113,2003.28493150685,2022.95342465753,19.668493150685,233,0.0738757219536767,-0.164932109622584,-0.315209455547585,-0.493621222966802,0.601900179039117,0.0334252998050585,0.107666515417766,0.00134887998434563,0.140810637109444,0.0755257753149177,0.192901375247482,0.14654993065808,"yes","yes","yes"
"12","cbvcbwq","do_pct_median",-0.211547676788925,0.0595828100515016,-0.328327838587559,-0.094767514990291,-3.55048170111597,0.000464614200704643,7.59961489556356,10,63.402956769608,0,0.775938094321718,0.783858641579403,FALSE,0.1784,0.125473836680678,TRUE,0.0049,2002.03835616438,2022.95342465753,20.9150684931508,244,-0.108259493762931,-0.212210378793621,-0.243504173541023,-0.234968966389237,0.395451829831399,0.115683981670356,0.0934637461059253,0.00800426655264606,0.126468912534881,0.132802384673379,0.142860634429217,0.0856941606535528,"yes","yes","yes"
"13","cbvgiwq","do_pct_median",0.00149870513445838,0.0785906383185144,-0.152536115491843,0.15553352576076,0.0190697666608125,0.984801128250766,5.46477022893652,10,5.34275209111962,0,0.260783133172875,0.279950282459729,FALSE,0.5101,0.123959006460912,TRUE,-0.0125,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.041122095717111,-0.182382793500798,-0.104898408393988,0.396821311592748,0.537084862412379,0.0540396904051585,0.236544949659547,0.00114866845374672,0.0662408872266675,0.0928118644913648,0.0877493597802899,0.116288344974068,"no","yes","yes"
"14","cbvtcwq","do_pct_median",-0.199301414819585,0.11035327753369,-0.415589864361571,0.0169870347224011,-1.80603077021196,0.0721653981257453,7.82259793417912,10,33.197012785214,0,0.701152843066647,0.711166364145147,FALSE,0.5614,0.123959006460912,TRUE,-0.022,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.0208500857930187,-0.443233583708697,-0.11591195273619,-0.0193574301683161,0.867755153477648,0.000279376566297263,0.454953826692531,0.895599805367438,0.124682642933861,0.114924715690595,0.154125465011032,0.146903060718238,"no","yes","yes"
"15","delblwq","do_pct_median",0.441838195646465,0.155182587345762,0.13768591342103,0.7459904778719,2.84721503361718,0.00480060846222314,5.98470170385551,10,8.29746464302882,0,0.383301883194406,0.401094048589718,FALSE,0.4208,0.125731748230686,TRUE,0.0201,2002.03835616438,2022.95342465753,20.9150684931508,243,0.552232278340277,0.085984333371932,0.349075928203334,0.828836094094377,0.00459286135493073,0.563415160953255,0.245858188446925,8.76027696390051e-05,0.187528807447743,0.147901427732324,0.297912683977526,0.196992726503751,"yes","yes","yes"
"16","deldswq","do_pct_median",-0.215510716633712,0.217407791120726,-0.641622157188742,0.210600723921318,-0.99127411912317,0.322565631338116,6.68332688188714,10,21.8549239544091,0,0.607610213245422,0.619949217268684,FALSE,0.4951,0.125217505796654,TRUE,-0.0148,2002.12328767123,2022.95342465753,20.8301369863013,245,-0.309425786979338,-0.0787615385687088,-0.166739238986326,-0.211479158295207,0.163616697250266,0.431297243700344,0.583847998624205,0.631620115324502,0.219450045903586,0.0993452182968365,0.302774774150939,0.438831506671013,"no","yes","yes"
"17","delllwq","do_pct_median",-0.409623555063996,0.137100928878094,-0.678336437912048,-0.140910672215944,-2.98775185854663,0.0031029105983786,8.71270801012799,10,41.1011617077384,0,0.72268930496697,0.733506226207221,FALSE,0.3647,0.123959006460912,TRUE,-0.0223,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.277694269845287,-0.0836346946387485,-0.468061372244616,-0.768732918062548,0.134237936351053,0.411894110124111,0.261035165486711,0.0015809075551818,0.182961831572676,0.101212925650747,0.41251646826288,0.232411596527572,"yes","yes","yes"
"18","delslwq","do_pct_median",-0.335340099225966,0.116962604053297,-0.564582590708446,-0.106097607743485,-2.86707107746301,0.00451037984984351,8.51433673542505,10,82.9817754520367,0,0.847883136313116,0.853656476006112,FALSE,0.4101,0.123711829731495,TRUE,0.0104,2002.03835616438,2022.95342465753,20.9150684931508,251,-0.342249885930242,-0.309670858665871,-0.229252612289888,-0.373453797184402,0.103026361439756,0.0201717552433281,0.521228518530972,0.109866785149689,0.206776129164865,0.129750199835863,0.355330075186109,0.230180350996806,"yes","yes","yes"
"19","elkapwq","do_pct_median",-0.892642313168214,0.216936073971995,-1.31782920510084,-0.467455421235588,-4.1147712172732,5.40631156637366e-05,4.70235060795977,10,5.4992335232092,0,0.387305096413071,0.402005171836767,FALSE,0.5224,0.127582788354453,TRUE,-0.0544,2002.03835616438,2022.95342465753,20.9150684931508,236,-0.594585877098029,-0.472990106067632,-1.64344838936956,-0.811198265641057,0.019971553784488,0.0314918267935973,8.09411973584503e-07,0.00408468973832294,0.248593116106636,0.214083130828979,0.297953709469179,0.271077824670466,"yes","yes","yes"
"20","elknmwq","do_pct_median",0.35452627154826,0.207665054554512,-0.052489756226128,0.761542299322649,1.70720236155669,0.0890969304264092,5.51198154449734,10,7.85562220139784,0,0.349326215077995,0.366598323590967,FALSE,0.3831,0.125473836680678,TRUE,0.0292,2002.03835616438,2022.95342465753,20.9150684931508,244,0.416680510491942,0.26861089124994,0.0320325146098865,0.852281875021881,0.122497988824072,0.146629197698295,0.936031281356905,0.0106155575637048,0.265999674303929,0.182695429921378,0.397386747912592,0.322569513877947,"no","yes","yes"
"21","elksmwq","do_pct_median",0.234696355646758,0.108675301866137,0.0216966779801097,0.447696033313405,2.15961080039924,0.0318165317126166,6.36899180175751,10,11.8379824482243,0,0.47016924283433,0.486299114407211,FALSE,0.4622,0.125731748230686,TRUE,-0.0389,2002.03835616438,2022.95342465753,20.9150684931508,243,0.324115863794017,0.0922639669825351,0.397596701896659,0.264152367943544,0.0333977681180307,0.483761375893562,0.00864933249970724,0.153911829680132,0.148673262909509,0.130951376952008,0.14628965356075,0.182878288095736,"yes","yes","yes"
"22","elkvmwq","do_pct_median",0.136116801617178,0.0617321526671956,0.0151240057013463,0.25710959753301,2.20495796333229,0.0284436473906989,6.09161491249167,10,4.49647741517134,0,0.166481361588918,0.191317467496464,FALSE,0.1195,0.126779530914778,FALSE,0.1195,2002.03835616438,2022.95342465753,20.9150684931508,239,0.174261739846344,0.232863308341359,0.290704070666545,-0.18760357098239,0.0670953515580342,0.0373482481492141,0.0686607000136255,0.232249562937965,0.0933547051918528,0.109279422247329,0.156701886612921,0.15540193155185,"yes","yes","no"
"23","gndbcwq","do_pct_median",-0.387587828959323,0.0977125882194407,-0.579100982705619,-0.196074675213027,-3.96661101729173,0.000100768774200247,6.16620388338042,10,29.0004235545309,0,0.660172527525756,0.67163315065494,FALSE,0.2005,0.134294519387543,TRUE,0.0117,2004.2868852459,2022.95342465753,18.6665394116326,213,-0.342800566811546,-0.373114475207547,-0.320100626428738,-0.501807214339122,0.122401465606028,0.0727815448702205,0.0736806609907873,0.00318249451661425,0.218365097342401,0.203480544654519,0.175284900137506,0.162229181826938,"yes","yes","yes"
"24","gndbhwq","do_pct_median",-0.216335657488737,0.240723002294489,-0.688144072236288,0.255472757258813,-0.898691256866608,0.369810570443812,7.41728891048174,10,25.9657681395592,0,0.644595122674535,0.657827805929655,FALSE,0.3671,0.13008737864356,TRUE,-0.0592,2004.03825136612,2022.95342465753,18.915173291414,227,0.144184648627635,-0.297225839007589,-0.708243862774943,-0.0431529153157702,0.716212633525839,0.40706923375939,0.096790856485656,0.903251453472889,0.394591480874095,0.355708962787829,0.419210314078994,0.353373488753761,"no","yes","yes"
"25","gndblwq","do_pct_median",-0.0921120473114937,0.0948548364839344,-0.278024110579441,0.0938000159564536,-0.971084350844827,0.332610289513131,7.49742923804438,10,28.895174075565,0,0.692783231235894,0.704468486592361,FALSE,0.4292,0.131544169622546,TRUE,0.0402,2004.2868852459,2022.95342465753,18.6665394116326,222,-0.25185815898913,-0.236849436305059,-0.0127032002751087,0.173476186292903,0.183152086210626,0.123986163266663,0.921446223919623,0.142852407969499,0.186780242114099,0.151431692681352,0.128229935675039,0.116668269776317,"no","yes","yes"
"26","gndpcwq","do_pct_median",0.0538282740602738,0.141665519381715,-0.223831041779048,0.331487589899595,0.379967364643154,0.704412133912231,3.77800489297955,10,4.36701817554688,0,0.271974914634855,0.290576552252859,FALSE,0.3316,0.142945064970557,TRUE,0.1299,2005.61917808219,2022.95342465753,17.3342465753424,188,-0.0820286380136584,-0.0520043161308801,0.275600376316683,0.0600827139082467,0.761996796429515,0.714025384075768,0.306676244379808,0.724270419667418,0.26920807851594,0.140955777247694,0.266613029873961,0.169306482045723,"no","yes","yes"
"27","grbgbwq","do_pct_median",-0.434994806675601,0.114939273688839,-0.660271643514918,-0.209717969836285,-3.78456199273722,0.000234063565469196,8.8686489925704e-06,7,9.6088419955363e-07,0.486978861109218,0.130091832171327,0.136730647135114,FALSE,0.2597,0.170592968093161,TRUE,0.0746,2002.28493150685,2022.95342465753,20.668493150685,132,-0.788456294171423,NA,-0.0967765675159354,-0.433244265370063,0.00010849722010242,NA,0.560247769543873,0.00127220792504911,0.181413458517518,NA,0.16493975963121,0.125818502250663,"yes","no","yes"
"28","grblrwq","do_pct_median",-0.541424762030949,0.19418742465151,-0.922025120598493,-0.160824403463405,-2.78815563367501,0.00594826442293334,5.08337275408426,8,12.9793070853637,0,0.475458895948738,0.494719068783552,FALSE,0.4512,0.152122707696624,TRUE,0.025,2002.28493150685,2022.95342465753,20.668493150685,166,-0.524759207612239,NA,-0.837189151240879,-0.562152203510663,0.0490093374859425,NA,0.000451172524634713,0.0476194092823135,0.259518369630696,NA,0.224300473274698,0.277788066478705,"yes","yes","yes"
"29","grborwq","do_pct_median",0.0210572818603622,0.109422072554688,-0.193406039460555,0.23552060318128,0.192440897606267,0.847632935108986,4.59920173169389,7,2.44785791079165,0.00184892010374615,0.0640674778735419,0.0945860909755488,FALSE,0.2721,0.149445852772877,TRUE,0.0718,2002.28493150685,2022.87123287671,20.5863013698631,172,-0.181029531335756,NA,0.0149366943642485,0.300909744089818,0.244096946684802,NA,0.921835327942314,0.0821443954799344,0.153546777476161,NA,0.151552959736789,0.170197511186812,"no","yes","yes"
"30","grbsqwq","do_pct_median",-0.3239551527998,0.102854643123201,-0.525546548963995,-0.122363756635605,-3.1496405311694,0.0019462209656525,4.60723368713809,8,2.55735246871644,0.000372592412680506,0.191355208603008,0.218117749632693,FALSE,0.349,0.150766460349235,TRUE,0.0334,2002.28493150685,2022.95342465753,20.668493150685,169,-0.389734287067021,NA,-0.262587349943533,-0.377562925700395,0.00361969419426691,NA,0.0781010350746676,0.00859656552369797,0.12709062843188,NA,0.146313546172319,0.138964115663413,"yes","yes","yes"
"31","gtmfmwq","do_pct_median",0.145266493728257,0.0491070204876132,0.049018502184465,0.24151448527205,2.95816142551144,0.00340299166547668,7.14386530913286,10,30.6226881590987,0,0.696034322349227,0.705967788946632,FALSE,0.4294,0.123959006460912,TRUE,-0.0478,2002.12328767123,2022.95342465753,20.8301369863013,250,-0.0151240792674187,0.194825331797321,0.171480658197208,0.25510484902723,0.844820966264698,0.00235518974942177,0.0332905897116202,0.000757875907068512,0.0769416606906132,0.0613335526274501,0.0787067169482929,0.07193833189747,"yes","yes","yes"
"32","gtmpcwq","do_pct_median",0.0838666615055119,0.101274106098757,-0.11462693901454,0.282360262025564,0.828115544399175,0.408426165113512,7.52495599316168,10,29.6323168258155,0,0.667647017927083,0.679000213018287,FALSE,0.3961,0.123959006460912,TRUE,0.0372,2002.12328767123,2022.95342465753,20.8301369863013,250,-0.253738349648554,0.192155897607138,0.278143391285095,0.209877739428128,0.228003815703085,0.191749645789735,0.0548007295465867,0.149854825633493,0.208364364456276,0.145539620027066,0.142050425139738,0.143877032245506,"no","yes","yes"
"33","gtmpiwq","do_pct_median",-0.179023709037223,0.0808752663770758,-0.337536318376374,-0.0205110996980708,-2.21357798319372,0.0278043968329328,7.40774115741669,10,45.1209483646771,0,0.749169396481532,0.757696741218357,FALSE,0.3388,0.124457837476193,TRUE,-0.0067,2002.03835616438,2022.95342465753,20.9150684931508,248,-0.146516897971248,-0.123892130535694,-0.118954070053163,-0.242171962215289,0.433860709780773,0.172048529167255,0.409335157230425,0.135391508827207,0.185960276282107,0.0896547761652063,0.143166211670607,0.159966178707646,"yes","yes","yes"
"34","gtmsswq","do_pct_median",0.11583673865283,0.0622449668515791,-0.00616115459515498,0.237834631900814,1.86098161043347,0.0639918248778986,7.28233023099315,10,25.855266632448,0,0.643871444010061,0.655944506056637,FALSE,0.4155,0.125217505796654,TRUE,0.0072,2002.12328767123,2022.95342465753,20.8301369863013,245,0.10423014711962,0.132205827339929,0.209567343741609,0.054734770428957,0.326848099513753,0.0798781299564403,0.0165315144734046,0.623011923836307,0.105421553799845,0.0741395889465648,0.0849766908142267,0.110777260517921,"no","yes","yes"
"35","hudtnwq","do_pct_median",-0.295305878871428,0.0655508289281803,-0.423783142727407,-0.166828615015448,-4.50499076365571,1.21746537867672e-05,6.9306264266552,9,45.2693631762376,0,0.748033180631085,0.759072197676584,FALSE,0.2975,0.145282196422068,TRUE,0.0417,2002.28493150685,2022.95342465753,20.668493150685,182,-0.22893642256522,NA,-0.226076482870659,-0.488614907636518,0.023262076658727,NA,0.159437490769028,7.13617383789568e-06,0.0980766250814434,NA,0.158619655600402,0.0993561834522765,"yes","yes","yes"
"36","hudtswq","do_pct_median",-0.198500042202775,0.0740390279644141,-0.34361387046338,-0.0533862139421694,-2.68101902010628,0.00804881718702602,7.69537040508958,9,71.9311640662162,0,0.822550343234886,0.831018346400344,FALSE,0.3695,0.144884706767689,TRUE,0.0173,2002.28493150685,2022.95342465753,20.668493150685,183,-0.086449043120358,NA,-0.21521744764279,-0.333249188587508,0.467856311960642,NA,0.127862994595546,0.0017360706923525,0.118254477919935,NA,0.139362484294299,0.101628767662378,"yes","yes","yes"
"37","jacb6wq","do_pct_median",-0.256783120661801,0.0655367110854141,-0.385232714054419,-0.128333527269182,-3.91815695980128,0.000127365395680846,6.20057012987992,10,10.0403083720723,0,0.446737919628826,0.468388600647766,FALSE,0.4546,0.144099418021109,TRUE,0.2236,2002.36712328767,2022.95342465753,20.5863013698631,185,-0.174326927505161,-0.503249893709266,-0.228665453659715,-0.12661750330354,0.0649971292470759,0.00555003793004802,0.00860778788312187,0.219924065117509,0.0923493381994088,0.166411068714794,0.0835367237493534,0.101995696911534,"yes","yes","yes"
"38","jacb9wq","do_pct_median",-0.00945909865503757,0.0564859594301179,-0.120169544770259,0.101251347460184,-0.16745928989203,0.867189524017064,5.88780481724743,10,18.0019702073723,0,0.544579188154198,0.560695145853854,FALSE,0.2869,0.140355936191073,TRUE,0.0572,2002.36712328767,2022.95342465753,20.5863013698631,195,-0.086251765054802,-0.133342908828669,0.0457744142654426,0.055108671331029,0.215767417542563,0.346961081564145,0.663669312788581,0.597927506058696,0.0688901922657136,0.139305675882348,0.104626629551874,0.103888203695584,"no","yes","yes"
"39","jacbawq","do_pct_median",-0.254653482708119,0.0848053413249806,-0.420868897401707,-0.0884380680145303,-3.00280004454279,0.00303904252905219,6.05960072822327,10,29.2370670679991,0,0.697004676987669,0.707945457687402,FALSE,0.3499,0.139997427467147,TRUE,0.083,2002.2,2022.95342465753,20.7534246575342,196,-0.345416161760272,-0.425331489335087,0.0415831524674957,-0.182927405657139,0.00731555668487331,1.30710158740542e-05,0.826814314268793,0.33829701154822,0.124168116359852,0.0849814604458676,0.188931793075159,0.1891716817352,"yes","yes","yes"
"40","jacnewq","do_pct_median",-0.400272281550485,0.147088684663283,-0.688560806023887,-0.111983757077082,-2.72129893925419,0.00702233453741752,6.70923249022044,10,20.4184002438623,0,0.618233782552806,0.63112264501956,FALSE,0.5243,0.129518065720614,TRUE,-0.0076,2002.03835616438,2022.95342465753,20.9150684931508,229,-0.581513448814716,-0.74550426476385,-0.177997062537661,-0.165595607437399,0.0282035150823377,0.000467489763850182,0.373203205140441,0.338366331993849,0.258578463670185,0.199348288414332,0.198258133043318,0.171457526018714,"yes","yes","yes"
"41","job09wq","do_pct_median",0.959238409717761,0.199666258222022,0.567899734674724,1.3505770847608,4.80420887464682,2.74123440736953e-06,6.42897102764496,10,11.2217710044363,0,0.52920617183543,0.542987393394016,FALSE,0.5514,0.124457837476193,TRUE,-0.0174,2002.03835616438,2022.95342465753,20.9150684931508,248,0.497608437462823,0.82607841035276,1.37577002018063,1.23738141942813,0.0830589009304815,7.30321381599346e-06,9.67700457772051e-09,9.52678730294409e-05,0.282148107059009,0.168453405942292,0.206734049864088,0.296169774886641,"yes","yes","yes"
"42","job10wq","do_pct_median",0.0382400790428992,0.135540949554721,-0.227415300514714,0.303895458600512,0.282129342966281,0.778100203237586,5.94794773704862,10,10.3104502162892,0,0.39238112960989,0.41034574875509,FALSE,0.2764,0.127582788354453,TRUE,0.0203,2002.03835616438,2022.03835616438,20,236,0.194126223981466,0.00910428130959569,0.325446788264834,-0.349712334745708,0.305001644245131,0.939802042651372,0.086896649344162,0.322510693290279,0.18754650164412,0.120035224981498,0.186876609919387,0.350311367854955,"no","yes","yes"
"43","job19wq","do_pct_median",-0.19096903979269,0.0949337719986121,-0.377035813826506,-0.00490226575887281,-2.01160278131034,0.0454464959830687,3.498351094767,10,2.2340497605077,2.33775609579379e-05,0.169121539832891,0.184628429727668,FALSE,0.4279,0.128677939671741,TRUE,0.0872,2002.28493150685,2022.95342465753,20.668493150685,232,-0.131804321174906,-0.24236883051781,-0.229994061033544,-0.161871314389636,0.31803835249613,0.0254299368562601,0.0559583995106021,0.289338606996358,0.1308259272232,0.105500187981568,0.117831345034618,0.151347875618343,"yes","yes","yes"
"44","job20wq","do_pct_median",-0.288018270994294,0.0755605197979019,-0.436114168451307,-0.13992237353728,-3.81175608326468,0.000176458721597887,2.89948281809645,10,1.79798053270588,0.00012764272650434,0.154678735363689,0.168382442101723,FALSE,0.1745,0.126779530914778,TRUE,0.0193,2002.36712328767,2022.95342465753,20.5863013698631,239,-0.354557507805478,0.043943067052162,-0.321003393396682,-0.503190260858034,0.011216172422258,0.800774320859446,0.00177333704874505,4.46123372509666e-05,0.135187379800224,0.173327938125506,0.0980288000609056,0.114126918451416,"yes","yes","yes"
"45","kachdwq","do_pct_median",-0.0245564614521096,0.0882207398119601,-0.19746593417303,0.148353011268811,-0.278352477030355,0.781012019237501,7.15395648638173,10,19.396244962878,0,0.580787508291568,0.596131848790431,FALSE,0.3947,0.131544169622546,TRUE,-0.0456,2003.03835616438,2022.95342465753,19.9150684931508,222,0.208988486211753,-0.236484932092736,-0.169956825497757,0.130633730364187,0.141797335428457,0.0222662393023294,0.21576907762792,0.384764261240102,0.140210601516753,0.100366615290315,0.135594580821684,0.149122755045226,"no","yes","yes"
"46","kacsdwq","do_pct_median",-0.552387753167447,0.122430410260708,-0.792346947890897,-0.312428558443997,-4.51185087096558,1.08473817041242e-05,7.17453931740362,10,16.1858578597924,0,0.609925580491921,0.624845496558145,FALSE,0.55,0.134294519387543,TRUE,0.0216,2004.03825136612,2022.95342465753,18.915173291414,213,-0.410467134751764,-0.155743515975098,-0.699008264424736,-0.933366286276933,4.36958538819273e-10,0.215989241541278,1.32430708019934e-05,1.62669471049323e-05,0.053105027693571,0.12437440347259,0.144662636347292,0.196395048552718,"yes","yes","yes"
"47","kacsswq","do_pct_median",-0.616971128364397,0.110949705174972,-0.834428554602679,-0.399513702126114,-5.56081809673499,8.064784976297e-08,7.82823732575575,10,41.5144850172092,0,0.778310523340732,0.786198458206988,FALSE,0.5179,0.13184144496127,TRUE,0.0952,2004.03825136612,2022.95342465753,18.915173291414,221,-0.500331006591102,-0.583226160203506,-0.450218934511349,-0.700230966288422,0.000855625092654379,2.58770782567904e-05,0.0164340937731418,0.00129167283264375,0.141537329561315,0.126547927155088,0.181799868601654,0.206017283399715,"yes","yes","yes"
"48","lksbawq","do_pct_median",0.218661520131472,0.483257624143488,-0.728506018444159,1.1658290587071,0.452474020495841,0.652188959204143,4.33861601540265,8,2.75882432051147,0.000237173055456008,0.190932655436553,0.242954954877127,FALSE,0.5313,0.21384960282243,TRUE,0.0532,2012.45355191257,2022.87123287671,10.417680964144,84,-0.287661925680017,NA,0.585849409019926,0.489052262435526,0.511100081673402,NA,0.281014572256435,0.463592839676553,0.429531894281515,NA,0.532557802784805,0.658981667184964,"no","yes","yes"
"49","lksblwq","do_pct_median",0.265527886177743,0.380921222381078,-0.481063990636142,1.01211976299163,0.697067715256111,0.488165439014765,2.81357129383367,7,1.48574544539045,0.00729256116663146,0.127081686593112,0.173847246238957,FALSE,0.541,0.230983970724946,TRUE,0.1898,2012.53551912568,2022.87123287671,10.3357137510293,72,-0.0152847527969749,NA,0.563841326073447,0.277373333233966,0.964702475686483,NA,0.207200260621722,0.537093873928647,0.339676125661465,NA,0.432549490925787,0.444399810043023,"no","yes","yes"
"50","lksolwq","do_pct_median",-0.302184721494422,0.157579985966924,-0.611035818673921,0.00666637568507672,-1.91765927405178,0.0595631466363677,5.19213940306721,9,15.5328900443898,0,0.701878304052503,0.727872222076846,FALSE,0.2363,0.230983970724946,TRUE,0.1231,2012.53551912568,2022.87123287671,10.3357137510293,72,-0.387272885571043,NA,-0.412367132635999,-0.292982637743271,0.365947069907969,NA,0.217633054001848,0.107089783365221,0.413406437555148,NA,0.324903034393743,0.176179902212192,"no","yes","yes"
